"LopNr","Year","Sun2000niva","DispInkFam04","DispInk04"
1,2017,557,2179,1170
2,2017,336,2952,2646
3,2017,106,2636,2081
4,2017,536,2915,2626
5,2017,537,3205,1999
6,2017,106,1695,1182
7,2017,336,2781,2374
8,2017,106,4519,3657
9,2017,327,2882,1291
10,2017,336,3572,3497
11,2017,327,4575,3740
12,2017,320,3249,1935
13,2017,106,3289,1536
14,2017,526,1926,1793
15,2017,106,2030,828
16,2017,537,2300,1383
17,2017,106,4660,4230
18,2017,326,2570,1716
19,2017,106,1983,1349
20,2017,106,1669,954
21,2017,100,424,411
22,2017,337,6485,4942
23,2017,320,6491,2682
24,2017,327,4140,3095
25,2017,326,1183,915
26,2017,326,12259,9945
27,2017,320,2487,1190
28,2017,336,4210,3500
29,2017,204,2760,2750
30,2017,323,3043,1838
31,2017,106,1618,1469
32,2017,106,1926,1779
33,2017,320,3657,3272
34,2017,336,1558,766
35,2017,320,1645,1342
36,2017,546,4004,3260
37,2017,326,959,477
38,2017,527,2433,1469
39,2017,106,920,388
40,2017,206,1653,971
41,2017,106,1299,713
42,2017,326,1156,699
43,2017,547,1290,511
44,2017,206,1616,639
45,2017,327,6142,5786
46,2017,327,3288,1605
47,2017,336,3763,2274
48,2017,106,3237,2027
49,2017,106,2799,1560
50,2017,106,733,460
51,2017,547,2988,2678
52,2017,337,3255,1481
53,2017,106,4745,2205
54,2017,525,4476,2647
55,2017,106,6575,6048
56,2017,336,2130,1629
57,2017,106,797,702
58,2017,527,1868,770
59,2017,206,3526,1837
60,2017,412,2246,948
61,2017,522,5182,2613
62,2017,547,3664,1846
63,2017,547,3741,2975
64,2017,600,5628,5554
65,2017,336,1969,1248
66,2017,206,2390,1870
67,2017,536,5309,2748
68,2017,525,5351,3713
69,2017,206,840,705
70,2017,327,2422,1076
71,2017,106,1626,1325
72,2017,327,1755,1307
73,2017,327,2128,1425
74,2017,206,2826,1354
75,2017,323,4811,3272
76,2017,106,2071,943
77,2017,317,4059,3546
78,2017,206,2592,2238
79,2017,106,944,416
80,2017,106,847,779
81,2017,327,3714,1698
82,2017,336,2894,1338
83,2017,320,3870,2474
84,2017,206,2302,945
85,2017,106,1862,1191
86,2017,106,2389,1479
87,2017,106,3509,2572
88,2017,535,2904,1742
89,2017,336,2308,1657
90,2017,206,2458,1364
91,2017,336,1097,724
92,2017,106,2758,1364
93,2017,106,1621,712
94,2017,317,1510,1044
95,2017,320,1113,458
96,2017,106,1507,717
97,2017,317,6798,4536
98,2017,320,3861,2566
99,2017,206,1818,1151
100,2017,413,1632,1272
101,2017,206,3401,2965
102,2017,640,1393,884
103,2017,106,2241,1590
104,2017,520,1717,1037
105,2017,640,2681,1139
106,2017,206,2247,1344
107,2017,337,1990,1249
108,2017,106,1738,1348
109,2017,206,3234,2546
110,2017,336,3331,2024
111,2017,336,3048,3038
112,2017,106,3988,3581
113,2017,317,1183,530
114,2017,327,1353,1068
115,2017,106,3106,3020
116,2017,326,7413,4166
117,2017,337,2994,2566
118,2017,106,1083,797
119,2017,327,4750,3269
120,2017,520,1203,1039
121,2017,106,8345,5656
122,2017,326,2292,1546
123,2017,412,3133,3000
124,2017,106,2510,1518
125,2017,536,2855,2515
126,2017,640,831,755
127,2017,525,3328,2987
128,2017,537,1791,817
129,2017,206,1159,950
130,2017,206,4154,3130
131,2017,106,3475,3281
132,2017,106,1140,515
133,2017,106,2495,1998
134,2017,206,2316,1064
135,2017,327,3957,2682
136,2017,327,3826,2395
137,2017,327,1752,1618
138,2017,415,2007,1902
139,2017,204,1797,1122
140,2017,327,2061,1091
141,2017,206,1693,1175
142,2017,206,4699,3112
143,2017,206,1332,1075
144,2017,410,2433,1313
145,2017,204,2992,2173
146,2017,317,2079,970
147,2017,327,3315,3250
148,2017,106,1499,1222
149,2017,204,1018,491
150,2017,106,2360,1832
151,2017,320,1356,722
152,2017,547,2725,2577
153,2017,317,2439,2293
154,2017,100,1663,701
155,2017,106,2111,1517
156,2017,204,2291,1540
157,2017,337,3956,3764
158,2017,327,3851,3317
159,2017,206,3158,1719
160,2017,326,2124,1991
161,2017,106,1614,684
162,2017,106,3869,3744
163,2017,204,1613,1155
164,2017,206,5664,4319
165,2017,106,2750,1100
166,2017,206,1191,834
167,2017,320,8223,7696
168,2017,320,1352,1086
169,2017,106,2415,1323
170,2017,106,1301,1248
171,2017,327,1399,815
172,2017,106,2328,2132
173,2017,200,873,735
174,2017,206,1488,780
175,2017,327,2204,2076
176,2017,106,376,321
177,2017,204,1062,934
178,2017,537,4079,3614
179,2017,337,9854,4664
180,2017,106,2330,1906
181,2017,330,4192,2854
182,2017,327,2598,1357
183,2017,320,2595,1394
184,2017,537,4204,2458
185,2017,106,2375,1231
186,2017,106,1806,1494
187,2017,100,2705,2356
188,2017,206,3153,2739
189,2017,106,3566,3389
190,2017,530,1905,965
191,2017,536,1457,635
192,2017,536,5404,4410
193,2017,327,1509,1252
194,2017,106,1252,956
195,2017,327,1601,815
196,2017,106,1978,1770
197,2017,206,10994,7210
198,2017,413,1433,794
199,2017,336,7144,4400
200,2017,106,5530,2246
201,2017,106,3234,3079
202,2017,327,2421,1631
203,2017,317,1345,1308
204,2017,317,1134,629
205,2017,106,1948,1412
206,2017,537,1193,885
207,2017,320,1047,1039
208,2017,106,1509,707
209,2017,310,2120,1664
210,2017,620,2300,2115
211,2017,106,4036,3054
212,2017,326,5263,2266
213,2017,336,5495,2752
214,2017,106,1815,1708
215,2017,200,1027,622
216,2017,320,1325,999
217,2017,106,1866,1503
218,2017,327,2897,2525
219,2017,106,3203,1691
220,2017,106,1906,1267
221,2017,327,968,583
222,2017,557,694,645
223,2017,106,5429,2705
224,2017,204,2123,1857
225,2017,106,2315,1196
226,2017,620,1786,996
227,2017,106,1653,1315
228,2017,106,1959,1463
229,2017,206,2439,1195
230,2017,532,3630,3220
231,2017,106,1095,958
232,2017,320,2981,1977
233,2017,204,1458,937
234,2017,326,3097,1546
235,2017,525,6814,5287
236,2017,106,1558,1237
237,2017,415,711,500
238,2017,536,1830,1566
239,2017,337,1053,1027
240,2017,206,4567,3429
241,2017,327,872,732
242,2017,106,650,464
243,2017,320,1381,1299
244,2017,313,2522,1398
245,2017,106,651,466
246,2017,327,1319,818
247,2017,106,2171,1768
248,2017,206,3789,1895
249,2017,413,1887,1356
250,2017,106,2657,1584
251,2017,336,1070,774
252,2017,106,1647,929
253,2017,336,2018,1541
254,2017,527,2982,2508
255,2017,336,4931,2486
256,2017,336,1716,784
257,2017,536,2511,2168
258,2017,106,944,871
259,2017,336,3255,1957
260,2017,327,2148,1983
261,2017,327,2627,2175
262,2017,106,1920,814
263,2017,206,3162,1437
264,2017,317,4644,1899
265,2017,336,4379,1970
266,2017,106,2163,873
267,2017,327,2417,1532
268,2017,206,4269,4084
269,2017,106,2535,2259
270,2017,547,5202,2072
271,2017,547,1946,1661
272,2017,547,6382,5838
273,2017,316,3423,2740
274,2017,336,6286,5989
275,2017,106,1664,1476
276,2017,337,3511,2143
277,2017,106,844,835
278,2017,547,3122,2918
279,2017,536,1786,1604
280,2017,106,1214,1161
281,2017,206,3737,2192
282,2017,317,5420,3960
283,2017,520,6591,3706
284,2017,336,4020,2349
285,2017,206,1374,785
286,2017,327,1196,610
287,2017,326,1923,1556
288,2017,106,1354,581
289,2017,317,3572,1609
290,2017,327,6802,4456
291,2017,327,2366,2071
292,2017,317,2087,1328
293,2017,556,11506,5820
294,2017,412,2370,2275
295,2017,320,1233,1116
296,2017,206,2574,2099
297,2017,106,520,255
298,2017,327,3231,2721
299,2017,204,1927,1063
300,2017,327,989,723
301,2017,204,1836,1170
302,2017,106,576,266
303,2017,520,4060,2585
304,2017,413,1283,1081
305,2017,320,2532,1969
306,2017,204,1781,1714
307,2017,527,2454,1328
308,2017,317,4129,3055
309,2017,326,1911,833
310,2017,106,1073,701
311,2017,206,830,380
312,2017,106,1287,578
313,2017,206,2357,1735
314,2017,106,3769,3428
315,2017,333,4537,4099
316,2017,525,2596,1050
317,2017,520,5757,5414
318,2017,106,1719,847
319,2017,327,2220,1435
320,2017,526,2973,1751
321,2017,320,3855,3328
322,2017,200,1326,1042
323,2017,320,4136,1671
324,2017,106,2571,2523
325,2017,106,1586,1283
326,2017,337,757,359
327,2017,327,1819,1642
328,2017,320,1431,1320
329,2017,106,847,604
330,2017,520,2319,1048
331,2017,536,5015,2161
332,2017,106,2661,2175
333,2017,520,4471,4063
334,2017,106,2012,1133
335,2017,326,2437,1124
336,2017,206,2933,1590
337,2017,106,694,639
338,2017,412,4202,2352
339,2017,206,2508,2189
340,2017,336,1620,781
341,2017,327,2026,814
342,2017,106,1385,1270
343,2017,327,2860,2038
344,2017,547,5099,3110
345,2017,415,1530,729
346,2017,204,2449,1281
347,2017,336,3816,2493
348,2017,206,3149,1422
349,2017,320,2803,2494
350,2017,536,7179,5687
351,2017,206,3200,2553
352,2017,327,8849,6198
353,2017,106,2314,1158
354,2017,333,5711,3033
355,2017,337,1079,716
356,2017,206,12812,6923
357,2017,106,2575,2272
358,2017,412,5285,4032
359,2017,336,1370,1149
360,2017,327,3751,3403
361,2017,106,1311,1053
362,2017,106,1268,1055
363,2017,317,5000,3634
364,2017,557,3009,2135
365,2017,537,12050,10478
366,2017,106,1550,1097
367,2017,527,10394,9518
368,2017,106,910,631
369,2017,415,2635,2229
370,2017,336,1262,693
371,2017,337,2013,1643
372,2017,327,552,441
373,2017,106,591,571
374,2017,412,3065,1731
375,2017,206,2151,1512
376,2017,327,1994,1045
377,2017,337,7151,4521
378,2017,106,3363,1543
379,2017,206,1482,924
380,2017,336,3524,3307
381,2017,327,4486,4085
382,2017,327,5026,4204
383,2017,326,5803,4528
384,2017,106,1522,1170
385,2017,206,1906,1116
386,2017,547,2199,1788
387,2017,206,6731,5475
388,2017,310,2831,1581
389,2017,317,1949,1763
390,2017,106,1780,838
391,2017,317,2937,1559
392,2017,106,3779,3033
393,2017,337,2780,1156
394,2017,557,5860,2669
395,2017,106,1489,1310
396,2017,337,1787,889
397,2017,106,3830,2189
398,2017,327,6298,3439
399,2017,320,2984,1527
400,2017,336,2421,2393
401,2017,106,3350,2214
