"LopNr","Year","Sun2000niva","DispInkFam04","DispInk04"
1,2025,557,2390,1283
2,2025,336,3104,2783
3,2025,336,2785,2198
4,2025,620,3185,2869
5,2025,537,3466,2162
6,2025,600,1845,1287
7,2025,336,2997,2558
8,2025,106,4852,3927
9,2025,536,3065,1373
10,2025,336,3812,3732
11,2025,327,5167,4224
12,2025,412,3375,2010
13,2025,106,3382,1579
14,2025,526,2046,1905
15,2025,313,2212,903
16,2025,537,2556,1537
17,2025,106,5239,4756
18,2025,326,2592,1730
19,2025,106,2204,1499
20,2025,106,1774,1014
21,2025,100,417,404
22,2025,337,6838,5211
23,2025,320,7129,2946
24,2025,327,4628,3460
25,2025,326,1283,992
26,2025,326,13301,10790
27,2025,320,2673,1279
28,2025,336,4852,4034
29,2025,204,2930,2919
30,2025,323,3491,2108
31,2025,106,1728,1569
32,2025,106,2106,1945
33,2025,320,3835,3431
34,2025,640,1766,868
35,2025,320,1746,1424
36,2025,620,4331,3527
37,2025,326,1025,510
38,2025,527,2722,1644
39,2025,106,1015,428
40,2025,206,1802,1058
41,2025,106,1473,809
42,2025,326,1230,744
43,2025,547,1480,587
44,2025,206,1642,649
45,2025,600,6322,5956
46,2025,327,3739,1825
47,2025,336,4060,2454
48,2025,106,3436,2152
49,2025,106,2872,1600
50,2025,106,808,507
51,2025,547,3254,2916
52,2025,520,3430,1560
53,2025,106,5502,2557
54,2025,525,5023,2971
55,2025,106,7012,6450
56,2025,336,2184,1670
57,2025,106,845,750
58,2025,527,1947,802
59,2025,206,4006,2087
60,2025,412,2425,1024
61,2025,527,5616,2832
62,2025,547,3917,1973
63,2025,547,4095,3257
64,2025,600,6186,6105
65,2025,336,2128,1348
66,2025,206,2507,1962
67,2025,536,5853,3030
68,2025,525,6257,4342
69,2025,206,911,765
70,2025,327,2444,1085
71,2025,106,1856,1513
72,2025,526,1914,1426
73,2025,327,2197,1471
74,2025,206,3257,1560
75,2025,323,5203,3539
76,2025,106,2231,1016
77,2025,317,4272,3733
78,2025,206,2810,2426
79,2025,106,1000,441
80,2025,545,922,848
81,2025,327,4086,1869
82,2025,546,3154,1459
83,2025,320,4088,2613
84,2025,206,2446,1004
85,2025,106,2000,1279
86,2025,200,2473,1531
87,2025,106,3649,2674
88,2025,535,3097,1858
89,2025,522,2414,1733
90,2025,320,2802,1555
91,2025,547,1216,803
92,2025,106,3002,1484
93,2025,106,1693,744
94,2025,317,1583,1094
95,2025,320,1204,496
96,2025,106,1576,750
97,2025,317,7577,5056
98,2025,320,4162,2766
99,2025,206,1896,1200
100,2025,413,1697,1323
101,2025,206,3770,3286
102,2025,640,1536,975
103,2025,336,2398,1702
104,2025,520,1900,1148
105,2025,640,2815,1196
106,2025,206,2550,1525
107,2025,337,2178,1367
108,2025,106,1879,1457
109,2025,206,3400,2677
110,2025,336,3457,2101
111,2025,336,3358,3347
112,2025,106,4386,3939
113,2025,317,1276,571
114,2025,327,1482,1170
115,2025,106,3451,3355
116,2025,326,8069,4534
117,2025,337,3375,2892
118,2025,106,1154,850
119,2025,327,5100,3510
120,2025,520,1338,1155
121,2025,106,9056,6138
122,2025,326,2514,1696
123,2025,412,3325,3184
124,2025,106,2696,1630
125,2025,536,3094,2726
126,2025,640,888,807
127,2025,537,3587,3220
128,2025,545,1924,877
129,2025,206,1228,1007
130,2025,206,4317,3253
131,2025,106,3659,3455
132,2025,106,1275,576
133,2025,106,2767,2215
134,2025,206,2629,1208
135,2025,327,4377,2967
136,2025,327,4124,2582
137,2025,327,1870,1727
138,2025,415,2095,1985
139,2025,204,1875,1171
140,2025,327,2371,1255
141,2025,556,1897,1317
142,2025,206,4770,3159
143,2025,206,1462,1180
144,2025,410,2496,1347
145,2025,204,3339,2425
146,2025,317,2301,1073
147,2025,540,3655,3584
148,2025,106,1615,1316
149,2025,204,1089,525
150,2025,547,2668,2071
151,2025,320,1394,742
152,2025,547,2938,2779
153,2025,317,2635,2478
154,2025,100,1853,781
155,2025,106,2227,1601
156,2025,204,2452,1649
157,2025,337,4382,4169
158,2025,327,4387,3778
159,2025,555,3423,1864
160,2025,326,2281,2138
161,2025,106,1756,744
162,2025,106,4186,4051
163,2025,204,1673,1198
164,2025,206,6459,4926
165,2025,106,3011,1204
166,2025,206,1242,870
167,2025,320,9148,8562
168,2025,320,1376,1105
169,2025,106,2528,1384
170,2025,106,1479,1419
171,2025,327,1539,896
172,2025,106,2551,2337
173,2025,200,925,779
174,2025,206,1676,878
175,2025,327,2229,2100
176,2025,106,408,348
177,2025,204,1175,1033
178,2025,537,4462,3953
179,2025,337,10394,4920
180,2025,535,2473,2022
181,2025,330,4330,2948
182,2025,327,2750,1437
183,2025,320,2930,1574
184,2025,537,4500,2631
185,2025,106,2571,1332
186,2025,106,1976,1635
187,2025,100,3187,2776
188,2025,206,3274,2844
189,2025,106,3797,3608
190,2025,530,1933,979
191,2025,536,1566,683
192,2025,536,5787,4722
193,2025,327,1622,1345
194,2025,106,1325,1012
195,2025,327,1728,879
196,2025,106,2201,1970
197,2025,206,11691,7668
198,2025,413,1616,896
199,2025,336,7851,4836
200,2025,106,6118,2484
201,2025,106,3438,3273
202,2025,540,2649,1785
203,2025,317,1424,1384
204,2025,317,1207,669
205,2025,106,2144,1554
206,2025,537,1269,942
207,2025,320,1101,1093
208,2025,106,1647,772
209,2025,310,2222,1744
210,2025,620,2441,2244
211,2025,106,4316,3266
212,2025,326,5775,2486
213,2025,336,6375,3192
214,2025,106,1954,1839
215,2025,200,1040,630
216,2025,320,1457,1099
217,2025,106,1992,1605
218,2025,327,3128,2727
219,2025,106,3457,1825
220,2025,106,2006,1334
221,2025,327,1057,637
222,2025,620,763,709
223,2025,106,5483,2732
224,2025,316,2363,2067
225,2025,106,2470,1276
226,2025,620,2043,1139
227,2025,106,1825,1452
228,2025,106,2115,1579
229,2025,206,2633,1290
230,2025,532,3792,3364
231,2025,106,1176,1029
232,2025,320,3237,2147
233,2025,204,1500,964
234,2025,600,3433,1714
235,2025,525,7548,5856
236,2025,106,1616,1284
237,2025,547,769,541
238,2025,545,2023,1731
239,2025,337,1154,1126
240,2025,206,5074,3810
241,2025,327,1009,846
242,2025,106,707,505
243,2025,320,1447,1362
244,2025,313,2737,1517
245,2025,106,722,517
246,2025,327,1437,891
247,2025,526,2451,1996
248,2025,526,4020,2011
249,2025,413,2167,1557
250,2025,106,2783,1659
251,2025,336,1182,856
252,2025,106,1704,961
253,2025,336,2287,1747
254,2025,527,3335,2805
255,2025,336,5333,2688
256,2025,336,1891,864
257,2025,536,2715,2344
258,2025,106,1088,1004
259,2025,336,3440,2068
260,2025,327,2304,2127
261,2025,327,2914,2412
262,2025,106,2119,898
263,2025,206,3489,1585
264,2025,620,5343,2185
265,2025,336,4568,2055
266,2025,106,2453,990
267,2025,327,2703,1713
268,2025,206,4815,4606
269,2025,317,2847,2537
270,2025,547,5336,2125
271,2025,547,2043,1744
272,2025,547,6554,5995
273,2025,316,3690,2954
274,2025,336,6853,6529
275,2025,106,1683,1493
276,2025,337,3861,2357
277,2025,106,940,930
278,2025,556,3333,3115
279,2025,536,1843,1655
280,2025,106,1299,1242
281,2025,326,3880,2276
282,2025,317,5958,4353
283,2025,520,7310,4110
284,2025,336,4188,2447
285,2025,206,1476,843
286,2025,327,1303,664
287,2025,326,2125,1720
288,2025,106,1525,654
289,2025,317,3643,1641
290,2025,327,7177,4701
291,2025,327,2538,2222
292,2025,317,2215,1410
293,2025,556,12536,6341
294,2025,412,2507,2407
295,2025,320,1347,1219
296,2025,326,2781,2268
297,2025,106,588,288
298,2025,327,3621,3049
299,2025,204,2160,1192
300,2025,327,1087,795
301,2025,204,1930,1230
302,2025,106,603,278
303,2025,520,4473,2848
304,2025,545,1416,1193
305,2025,320,2628,2044
306,2025,204,1978,1904
307,2025,527,2563,1387
308,2025,317,4297,3179
309,2025,326,2079,906
310,2025,106,1156,755
311,2025,206,922,422
312,2025,106,1460,655
313,2025,206,2575,1895
314,2025,106,3974,3614
315,2025,333,4942,4465
316,2025,525,2742,1109
317,2025,520,6308,5932
318,2025,106,1947,960
319,2025,327,2343,1515
320,2025,526,3290,1938
321,2025,320,4220,3643
322,2025,200,1347,1059
323,2025,526,4543,1836
324,2025,106,2746,2695
325,2025,106,1679,1358
326,2025,337,820,389
327,2025,327,1942,1753
328,2025,620,1471,1357
329,2025,106,910,649
330,2025,520,2521,1140
331,2025,536,5584,2406
332,2025,106,2941,2404
333,2025,520,5045,4584
334,2025,106,2232,1257
335,2025,557,2551,1176
336,2025,206,3194,1731
337,2025,106,778,716
338,2025,412,4378,2450
339,2025,206,2682,2341
340,2025,336,1745,841
341,2025,327,2239,899
342,2025,106,1495,1371
343,2025,327,3190,2273
344,2025,547,5553,3387
345,2025,415,1602,764
346,2025,204,2743,1435
347,2025,336,4046,2643
348,2025,206,3436,1552
349,2025,320,3316,2951
350,2025,600,7996,6334
351,2025,206,3236,2582
352,2025,327,9527,6673
353,2025,106,2477,1239
354,2025,333,5768,3063
355,2025,337,1194,792
356,2025,206,13483,7286
357,2025,520,2638,2327
358,2025,412,5791,4418
359,2025,336,1501,1259
360,2025,327,4068,3691
361,2025,106,1350,1084
362,2025,106,1366,1136
363,2025,532,5291,3845
364,2025,557,3252,2307
365,2025,537,12995,11300
366,2025,106,1636,1158
367,2025,527,11186,10244
368,2025,106,1051,728
369,2025,415,2878,2435
370,2025,336,1281,704
371,2025,337,2137,1744
372,2025,327,601,480
373,2025,106,635,613
374,2025,412,3277,1851
375,2025,206,2224,1563
376,2025,536,2171,1138
377,2025,337,8064,5098
378,2025,106,3637,1669
379,2025,206,1556,970
