"LopNr","Year","Sun2000niva","DispInkFam04","DispInk04"
1,2020,557,2231,1197
2,2020,336,3017,2705
3,2020,106,2663,2102
4,2020,620,3078,2773
5,2020,537,3315,2068
6,2020,106,1756,1225
7,2020,336,2852,2434
8,2020,106,4590,3715
9,2020,327,2930,1312
10,2020,336,3613,3537
11,2020,327,4627,3782
12,2020,320,3296,1963
13,2020,106,3295,1538
14,2020,526,1914,1782
15,2020,313,2101,857
16,2020,537,2383,1433
17,2020,106,4768,4328
18,2020,326,2595,1732
19,2020,106,2078,1414
20,2020,106,1699,972
21,2020,100,422,409
22,2020,337,6622,5047
23,2020,320,6595,2725
24,2020,327,4170,3117
25,2020,326,1204,931
26,2020,326,12401,10060
27,2020,320,2564,1227
28,2020,336,4385,3646
29,2020,204,2741,2731
30,2020,323,3159,1908
31,2020,106,1663,1510
32,2020,106,1992,1840
33,2020,320,3779,3381
34,2020,336,1630,801
35,2020,320,1696,1383
36,2020,546,4149,3378
37,2020,326,960,478
38,2020,527,2558,1545
39,2020,106,944,398
40,2020,206,1736,1020
41,2020,106,1353,743
42,2020,326,1197,724
43,2020,547,1335,529
44,2020,206,1650,652
45,2020,600,6204,5844
46,2020,327,3446,1682
47,2020,336,3841,2321
48,2020,106,3179,1991
49,2020,106,2762,1539
50,2020,106,763,478
51,2020,547,3085,2765
52,2020,337,3419,1555
53,2020,106,4957,2304
54,2020,525,4790,2833
55,2020,106,6672,6137
56,2020,336,2143,1639
57,2020,106,818,723
58,2020,527,1907,786
59,2020,206,3790,1975
60,2020,412,2318,979
61,2020,522,5265,2655
62,2020,547,3765,1897
63,2020,547,3866,3075
64,2020,600,5943,5865
65,2020,336,2029,1286
66,2020,206,2487,1946
67,2020,536,5528,2861
68,2020,525,5618,3899
69,2020,206,901,757
70,2020,327,2394,1063
71,2020,106,1657,1350
72,2020,526,1794,1337
73,2020,327,2140,1433
74,2020,206,2993,1434
75,2020,323,5017,3412
76,2020,106,2128,969
77,2020,317,4117,3597
78,2020,206,2675,2309
79,2020,106,999,441
80,2020,545,874,804
81,2020,327,3918,1792
82,2020,546,2990,1383
83,2020,320,4034,2579
84,2020,206,2383,978
85,2020,106,1916,1225
86,2020,200,2443,1512
87,2020,106,3573,2619
88,2020,535,2947,1768
89,2020,336,2299,1651
90,2020,206,2608,1447
91,2020,336,1138,751
92,2020,106,2785,1377
93,2020,106,1700,747
94,2020,317,1518,1049
95,2020,320,1138,469
96,2020,106,1490,709
97,2020,317,7051,4705
98,2020,320,3895,2589
99,2020,206,1804,1142
100,2020,413,1634,1274
101,2020,206,3577,3118
102,2020,640,1454,923
103,2020,336,2268,1610
104,2020,520,1811,1094
105,2020,640,2661,1131
106,2020,206,2383,1425
107,2020,337,2050,1286
108,2020,106,1797,1394
109,2020,206,3186,2508
110,2020,336,3410,2072
111,2020,336,3055,3045
112,2020,106,4161,3737
113,2020,317,1232,552
114,2020,327,1419,1120
115,2020,106,3201,3112
116,2020,326,7545,4240
117,2020,337,3240,2776
118,2020,106,1103,812
119,2020,327,4887,3364
120,2020,520,1269,1096
121,2020,106,8649,5862
122,2020,326,2338,1577
123,2020,412,3092,2961
124,2020,106,2526,1527
125,2020,536,2936,2587
126,2020,640,845,768
127,2020,525,3492,3135
128,2020,537,1852,844
129,2020,206,1183,970
130,2020,206,4253,3205
131,2020,106,3618,3416
132,2020,106,1187,536
133,2020,106,2606,2086
134,2020,206,2422,1113
135,2020,327,4105,2783
136,2020,327,3945,2470
137,2020,327,1846,1705
138,2020,415,1993,1888
139,2020,204,1830,1143
140,2020,327,2176,1152
141,2020,206,1738,1207
142,2020,206,4622,3061
143,2020,206,1389,1121
144,2020,410,2414,1303
145,2020,204,3115,2262
146,2020,317,2148,1002
147,2020,327,3405,3339
148,2020,106,1514,1234
149,2020,204,1041,502
150,2020,106,2509,1947
151,2020,320,1365,727
152,2020,547,2810,2658
153,2020,317,2550,2398
154,2020,100,1724,727
155,2020,106,2211,1589
156,2020,204,2370,1593
157,2020,337,4152,3950
158,2020,327,4011,3454
159,2020,206,3218,1752
160,2020,326,2148,2013
161,2020,106,1654,701
162,2020,106,4012,3882
163,2020,204,1616,1157
164,2020,206,5943,4532
165,2020,106,2832,1132
166,2020,206,1225,858
167,2020,320,8544,7996
168,2020,320,1367,1098
169,2020,106,2440,1336
170,2020,106,1360,1305
171,2020,327,1463,852
172,2020,106,2458,2251
173,2020,200,895,753
174,2020,206,1532,803
175,2020,327,2284,2152
176,2020,106,384,328
177,2020,204,1118,983
178,2020,537,4216,3735
179,2020,337,9730,4605
180,2020,106,2300,1881
181,2020,330,4290,2920
182,2020,327,2685,1403
183,2020,320,2643,1420
184,2020,537,4409,2577
185,2020,106,2426,1257
186,2020,106,1915,1584
187,2020,100,2934,2555
188,2020,206,3247,2821
189,2020,106,3730,3544
190,2020,530,1918,971
191,2020,536,1448,631
192,2020,536,5462,4457
193,2020,327,1557,1292
194,2020,106,1280,977
195,2020,327,1643,836
196,2020,106,2074,1856
197,2020,206,11143,7308
198,2020,413,1524,845
199,2020,336,7482,4608
200,2020,106,5825,2365
201,2020,106,3255,3099
202,2020,327,2559,1724
203,2020,317,1404,1365
204,2020,317,1125,624
205,2020,106,2018,1463
206,2020,537,1201,891
207,2020,320,1070,1062
208,2020,106,1599,749
209,2020,310,2126,1668
210,2020,620,2337,2149
211,2020,106,4043,3059
212,2020,326,5379,2315
213,2020,336,5788,2898
214,2020,106,1898,1786
215,2020,200,1050,636
216,2020,320,1366,1030
217,2020,106,1865,1503
218,2020,327,3000,2615
219,2020,106,3292,1738
220,2020,106,1936,1287
221,2020,327,991,597
222,2020,557,729,678
223,2020,106,5415,2698
224,2020,204,2122,1856
225,2020,106,2362,1220
226,2020,620,1830,1020
227,2020,106,1677,1334
228,2020,106,2036,1520
229,2020,206,2554,1252
230,2020,532,3740,3318
231,2020,106,1131,989
232,2020,320,3006,1993
233,2020,204,1507,968
234,2020,600,3212,1603
235,2020,525,7112,5518
236,2020,106,1529,1214
237,2020,547,748,526
238,2020,536,1924,1647
239,2020,337,1079,1053
240,2020,206,4643,3486
241,2020,327,929,779
242,2020,106,675,482
243,2020,320,1405,1322
244,2020,313,2624,1455
245,2020,106,680,487
246,2020,327,1357,842
247,2020,106,2337,1903
248,2020,206,3931,1966
249,2020,413,1973,1418
250,2020,106,2647,1578
251,2020,336,1109,803
252,2020,106,1683,949
253,2020,336,2162,1651
254,2020,527,3050,2565
255,2020,336,5193,2618
256,2020,336,1812,828
257,2020,536,2543,2196
258,2020,106,1003,925
259,2020,336,3283,1973
260,2020,327,2212,2042
261,2020,327,2778,2300
262,2020,106,1947,825
263,2020,206,3302,1500
264,2020,317,4828,1975
265,2020,336,4319,1943
266,2020,106,2282,921
267,2020,327,2514,1593
268,2020,206,4547,4349
269,2020,106,2662,2372
270,2020,547,5206,2073
271,2020,547,2004,1711
272,2020,547,6534,5977
273,2020,316,3626,2903
274,2020,336,6303,6005
275,2020,106,1658,1471
276,2020,337,3646,2226
277,2020,106,874,865
278,2020,547,3175,2967
279,2020,536,1774,1593
280,2020,106,1218,1165
281,2020,326,3727,2186
282,2020,317,5572,4071
283,2020,520,6915,3888
284,2020,336,4164,2433
285,2020,206,1401,801
286,2020,327,1234,629
287,2020,326,1994,1614
288,2020,106,1397,599
289,2020,317,3562,1604
290,2020,327,6729,4408
291,2020,327,2432,2129
292,2020,317,2099,1336
293,2020,556,12143,6142
294,2020,412,2425,2328
295,2020,320,1286,1164
296,2020,206,2617,2134
297,2020,106,557,273
298,2020,327,3377,2844
299,2020,204,2007,1108
300,2020,327,1018,744
301,2020,204,1845,1176
302,2020,106,580,268
303,2020,520,4308,2743
304,2020,413,1337,1126
305,2020,320,2519,1959
306,2020,204,1878,1807
307,2020,527,2501,1354
308,2020,317,4189,3099
309,2020,326,1980,863
310,2020,106,1080,705
311,2020,206,843,386
312,2020,106,1362,611
313,2020,206,2470,1818
314,2020,106,3813,3468
315,2020,333,4581,4139
316,2020,525,2724,1102
317,2020,520,5953,5598
318,2020,106,1855,914
319,2020,327,2232,1443
320,2020,526,3032,1786
321,2020,320,3946,3406
322,2020,200,1295,1018
323,2020,320,4305,1740
324,2020,106,2630,2581
325,2020,106,1637,1324
326,2020,337,774,367
327,2020,327,1897,1713
328,2020,320,1449,1337
329,2020,106,833,594
330,2020,520,2357,1066
331,2020,536,5233,2255
332,2020,106,2722,2225
333,2020,520,4707,4277
334,2020,106,2071,1167
335,2020,532,2525,1164
336,2020,206,3141,1703
337,2020,106,747,688
338,2020,412,4197,2349
339,2020,206,2581,2253
340,2020,336,1660,800
341,2020,327,2092,840
342,2020,106,1427,1309
343,2020,327,2921,2081
344,2020,547,5327,3249
345,2020,415,1517,723
346,2020,204,2573,1346
347,2020,336,3938,2572
348,2020,206,3321,1500
349,2020,320,2938,2615
350,2020,600,7648,6059
351,2020,206,3237,2583
352,2020,327,8980,6290
353,2020,106,2348,1175
354,2020,333,5718,3036
355,2020,337,1126,747
356,2020,206,13074,7065
357,2020,106,2617,2309
358,2020,412,5461,4166
359,2020,336,1456,1221
360,2020,327,3866,3507
361,2020,106,1329,1067
362,2020,106,1333,1109
363,2020,532,5205,3783
364,2020,557,3103,2202
365,2020,537,12536,10901
366,2020,106,1574,1114
367,2020,527,10930,10009
368,2020,106,954,661
369,2020,415,2762,2337
370,2020,336,1285,706
371,2020,337,2048,1671
372,2020,327,566,452
373,2020,106,610,589
374,2020,412,3162,1786
375,2020,206,2228,1566
376,2020,327,2015,1056
377,2020,337,7521,4755
378,2020,106,3502,1607
379,2020,206,1536,957
380,2020,336,3574,3354
